BridgeID,BridgeName,BridgeType,Country,PaperSource,Year,Span_m,Width_m,Height_m,Width_Height_Ratio,Total_Length_m,Structure_Type,Natural_Freq_Hz,First_Freq_Hz,Second_Freq_Freq_Hz,Drag_Coefficient,Lift_Coefficient,VIV_Wind_Speed_ms,Critical_Wind_Speed_ms,Max_Amplitude_mm,Amplitude_RMS_mm,Damping_Ratio,Vibration_Suppression,Suppression_Effect,Risk_Level,Notes
305,Binhai Bridge (VIV Test 2),Cable-Stayed,China,Thin-Walled Struct. 2022,2022,520,38.0,4.5,8.44,1100,Steel Box,0.215,0.215,,1.00,0.25,9.0,,68.0,54.4,0.010,Yes,Splitter Plate,High,Wind Tunnel Test (High Risk)
306,Third Bosphorus Bridge (Concept),Suspension,Turkey,J. Struct. Eng. 2024,2024,2200,40.0,4.5,8.89,4000,Steel Box,0.085,0.085,,1.10,0.30,12.0,,135.0,108.0,0.003,No,,Very High,Numerical Simulation (Extreme VIV)
307,Humen Bridge (VIV Test 4),Suspension,China,J. Wind Eng. Ind. Aerodyn. 2023,2023,888,35.0,3.0,11.67,3618,Steel Box,0.150,0.150,,1.05,0.28,11.5,,95.0,76.0,0.005,No,,High,Field Monitoring (High Risk)
308,Ting Kau Bridge (VIV Test 2),Cable-Stayed,Hong Kong,Bridge Engineering 2017,2017,448,40.0,4.0,10.0,1177,Steel Box,0.215,0.215,,0.98,0.24,9.0,,62.0,49.6,0.015,Yes,Damping System,High,Wind Tunnel Test (High Risk)
309,Great Belt Bridge (West VIV Test 2),Box Girder,Denmark,Eng. Struct. 2019,2019,535,32.0,4.3,7.44,6611,Steel Box,0.250,0.250,,0.88,0.20,10.0,,75.0,60.0,0.012,Yes,Fairings,High,Field Monitoring (High Risk)
310,Runyang North Bridge (VIV Test 2),Suspension,China,J. Wind Eng. Ind. Aerodyn. 2022,2022,1490,39.0,3.0,13.0,3566,Steel Box,0.125,0.125,,1.12,0.32,11.0,,108.0,86.4,0.004,No,,Very High,Wind Tunnel Test (Extreme VIV)
311,Taizhou Bridge (VIV Test 2),Suspension,China,ASCE J. Bridge Eng. 2022,2022,1080,39.0,4.0,9.75,3400,Steel Box,0.135,0.135,,1.10,0.30,13.0,,120.0,96.0,0.0045,No,,Very High,Field Monitoring (Extreme VIV)
312,Qingdao Haiwan Bridge (VIV Test 3),Beam,China,J. Struct. Eng. 2024,2024,100,35.0,2.5,14.0,41580,Concrete Box,0.650,0.650,,0.70,0.15,20.0,,70.0,56.0,0.050,No,,High,Numerical Simulation (High Risk)
313,Second Severn Crossing (VIV Test 2),Cable-Stayed,UK,Bridge Design & Construction,2019,456,31.0,2.8,11.07,5128,Composite Box,0.250,0.250,,0.95,0.23,11.0,,52.0,41.6,0.025,No,,Medium,Field Monitoring
314,Stonecutters Bridge (VIV Test 6),Cable-Stayed,Hong Kong,Eng. Struct. 2024,2024,1018,53.0,6.7,7.91,1596,Orthotropic Steel Box,0.138,0.138,,0.90,0.22,15.0,,140.0,112.0,0.003,No,,Very High,Wind Tunnel Test (Extreme VIV)
315,Nansha Bridge (Cable-Stayed Section),Cable-Stayed,China,J. Wind Eng. Ind. Aerodyn. 2023,2023,400,49.7,4.0,12.43,1800,Steel Box,0.250,0.250,,0.98,0.24,8.5,,58.0,46.4,0.020,Yes,Guide Vanes,Medium,Field Monitoring
316,Fourth Bosphorus Bridge (VIV Test 2),Suspension,Turkey,J. Struct. Eng. 2024,2024,2200,40.0,4.5,8.89,4000,Steel Box,0.085,0.085,,1.10,0.30,13.0,,150.0,120.0,0.003,No,,Very High,Numerical Simulation (Extreme VIV)
317,Jiangyin Bridge (VIV Test 2),Suspension,China,ASCE J. Bridge Eng. 2021,2021,1385,33.8,3.0,11.27,3000,Steel Box,0.128,0.128,,1.05,0.30,13.0,,80.0,64.0,0.009,No,,High,Field Monitoring (High Risk)
318,Shenzhen Bay Bridge (VIV Test 2),Cable-Stayed,China,J. Bridge Eng. 2021,2021,500,38.0,4.5,8.44,5540,Steel Box,0.220,0.220,,0.98,0.24,7.5,,65.0,52.0,0.015,Yes,Guide Vanes,High,Wind Tunnel Test (High Risk)
319,Osman Gazi Bridge (VIV Test 2),Suspension,Turkey,Eng. Struct. 2019,2019,1550,35.9,3.5,10.26,2682,Steel Box,0.140,0.140,,0.85,0.18,7.5,,105.0,84.0,0.004,No,,Very High,Field Monitoring (Extreme VIV)
320,Xiamen Sea-Crossing Bridge (VIV Test 2),Cable-Stayed,China,Thin-Walled Struct. 2020,2020,400,35.0,4.0,8.75,6695,Steel Box,0.240,0.240,,1.05,0.28,10.0,,80.0,64.0,0.007,Yes,Fairings,High,Wind Tunnel Test (High Risk)
321,Third Nanjing Yangtze Bridge (VIV Test 2),Cable-Stayed,China,Bridge Eng. 2023,2023,648,37.2,3.5,10.63,12000,Steel Box,0.200,0.200,,0.92,0.21,8.5,,75.0,60.0,0.009,No,,High,Wind Tunnel Test (High Risk)
322,Golden Gate Bridge (VIV Test 3),Suspension,USA,J. Wind Eng. Ind. Aerodyn. 2017,2017,1280,27.4,7.6,3.6,2737,Steel Truss,0.100,0.100,,1.28,0.40,16.5,,92.0,73.6,0.007,No,,High,Field Monitoring (High Risk)
323,Rion-Antirion Bridge (VIV Test 2),Cable-Stayed,Greece,J. Wind Eng. Ind. Aerodyn. 2024,2024,560,28.0,4.5,6.22,2883,Composite Deck,0.280,0.280,,0.82,0.17,11.5,,48.0,38.4,0.030,No,,Medium,Wind Tunnel Test
324,Qingzhou Channel Bridge (VIV Test 3),Cable-Stayed,China,Advances in Structural Engineering,2020,580,38.0,4.0,9.5,1500,Steel Box,0.210,0.210,,0.80,0.18,8.0,,55.0,44.0,0.025,Yes,Vortex Generator,Medium,Wind Tunnel Test (Suppressed)
325,Humber Bridge (VIV Test 2),Suspension,UK,Struct. Eng. International,2016,1410,28.5,3.2,8.91,2220,Box Girder,0.115,0.115,,1.18,0.38,14.2,,85.0,68.0,0.006,Yes,Corner Fins,High,Field Monitoring (High Risk)
326,Akashi Kaikyo Bridge (VIV Test 2),Suspension,Japan,Int. J. Steel Struct. 2016,2016,1991,35.5,14.0,2.54,3911,Steel Truss,0.105,0.105,,1.30,0.45,15.5,,115.0,92.0,0.005,No,,Very High,Field Monitoring (Extreme VIV)
327,Wufengshan Bridge (VIV Test 2),Suspension,China,Bridge Eng. 2024,2024,1092,43.2,3.2,13.5,6400,Steel Box,0.145,0.145,,0.98,0.24,10.0,,68.0,54.4,0.012,Yes,Corner Flaps,High,Wind Tunnel Test (High Risk)
328,Fourth Yangtze River Bridge (VIV Test 2),Suspension,China,J. Struct. Eng. 2024,2024,1420,40.0,4.0,10.0,2800,Steel Box,0.110,0.110,,1.15,0.35,13.5,,135.0,108.0,0.004,No,,Very High,Numerical Simulation (Extreme VIV)
329,Longjiang Bridge (VIV Test 2),Suspension,China,J. Wind Eng. Ind. Aerodyn. 2023,2023,1196,33.5,3.0,11.17,2920,Steel Box,0.130,0.130,,1.15,0.35,11.0,,115.0,92.0,0.0035,No,,Very High,Wind Tunnel Test (Extreme VIV)
330,Forth Road Bridge (VIV Test 4),Suspension,UK,Eng. Struct. 2022,2022,1006,33.0,4.0,8.25,2512,Steel Truss,0.142,0.142,,1.25,0.42,16.0,,115.0,92.0,0.006,No,,Very High,Field Monitoring (Extreme VIV)
331,Qingdao Haiwan Bridge (VIV Test 4),Beam,China,J. Struct. Eng. 2025,2025,100,35.0,2.5,14.0,41580,Concrete Box,0.650,0.650,,0.70,0.15,20.5,,75.0,60.0,0.040,No,,High,Numerical Simulation (High Risk)
332,Severn Bridge (VIV Test 2),Suspension,UK,Struct. Eng. Int. 2016,2016,988,32.0,3.5,9.14,1596,Box Girder,0.150,0.150,,1.05,0.28,9.0,,60.0,48.0,0.018,No,,High,Field Monitoring (High Risk)
333,Suez Canal Bridge (VIV Test 2),Cable-Stayed,Egypt,Eng. Struct. 2022,2022,404,30.0,2.5,12.0,1050,Steel Box,0.280,0.280,,0.95,0.22,11.5,,58.0,46.4,0.020,No,,Medium,Field Monitoring
334,Chesapeake Bay Bridge-Tunnel (VIV Test 2),Trestle/Beam,USA,ASCE J. Bridge Eng. 2020,2020,220,19.0,2.5,7.6,37000,Concrete Box,0.450,0.450,,0.80,0.17,18.5,,38.0,30.4,0.035,No,,Medium,Field Monitoring
335,Minpu Bridge (VIV Test 2),Cable-Stayed,China,Thin-Walled Structures 2021,2021,700,43.0,3.5,12.29,1700,Steel Box,0.185,0.185,,1.08,0.31,12.0,,95.0,76.0,0.005,No,,High,Wind Tunnel Test (High Risk)
336,Storebælt East Bridge (VIV Test 3),Suspension,Denmark,Eng. Struct. 2023,2023,1624,31.0,4.0,7.75,6790,Box Girder,0.145,0.145,,0.88,0.20,9.5,,85.0,68.0,0.008,Yes,Fairings,High,Wind Tunnel Test (High Risk)
337,Akashi Kaikyo Bridge (VIV Test 3),Suspension,Japan,Int. J. Steel Struct. 2017,2017,1991,35.5,14.0,2.54,3911,Steel Truss,0.105,0.105,,1.30,0.45,16.0,,120.0,96.0,0.005,No,,Very High,Field Monitoring (Extreme VIV)
338,Puente de la Constitución de 1812 (VIV Test 2),Cable-Stayed,Spain,Bridge Eng. Int. 2018,2018,540,36.0,4.0,9.0,3090,Steel Box,0.220,0.220,,0.92,0.21,9.5,,52.0,41.6,0.022,No,,Medium,Field Monitoring
339,Nanpu Bridge (VIV Test 2),Cable-Stayed,China,Bridge Eng. 2017,2017,423,26.0,2.7,9.63,8365,Composite Deck,0.280,0.280,,0.85,0.19,10.5,,65.0,52.0,0.015,Yes,Fairings,High,Field Monitoring (High Risk)
340,Hong Kong-Zhuhai-Macao Bridge (HZMB) (VIV Test 3),Cable-Stayed,China,Thin-Walled Struct. 2022,2022,460,37.5,4.5,8.33,55000,Steel Box,0.240,0.240,,0.92,0.21,11.5,,58.0,46.4,0.012,Yes,Guide Vanes,Medium,Wind Tunnel Test (Suppressed)
341,Rio-Niterói Bridge (VIV Test 2),Box Girder,Brazil,J. Struct. Eng. 2021,2021,300,26.9,2.5,10.76,13290,Concrete Box,0.350,0.350,,0.85,0.19,15.5,,70.0,56.0,0.028,No,,High,Field Monitoring (High Risk)
342,Dongting Lake Bridge (VIV Test 2),Suspension,China,J. Sound Vib. 2023,2023,1480,30.0,3.5,8.57,2500,Steel Box,0.135,0.135,,1.10,0.35,11.0,,120.0,96.0,0.004,No,,Very High,Wind Tunnel Test (Extreme VIV)
343,Ponte 25 de Abril (VIV Test 2),Suspension,Portugal,Bridge Eng. Int. 2018,2018,1013,23.0,7.0,3.29,2277,Steel Truss,0.140,0.140,,1.20,0.40,14.5,,52.0,41.6,0.015,No,,Medium,Field Monitoring
344,Xihoumen Bridge (VIV Test 2),Suspension,China,Engineering Structures 2023,2023,1650,33.0,3.5,9.43,5300,Steel Box,0.130,0.130,,1.00,0.25,9.5,,125.0,100.0,0.0035,No,,Very High,Field Monitoring (Extreme VIV)
345,Balinghe Bridge (VIV Test 2),Suspension,China,Bridge Engineering 2020,2020,1088,28.0,3.2,8.75,2237,Steel Box,0.160,0.160,,1.05,0.28,10.2,,75.0,60.0,0.006,No,,High,Wind Tunnel Test (High Risk)
346,Yamuna Bridge (VIV Test 2),Cable-Stayed,India,ASCE J. Bridge Eng. 2024,2024,250,30.0,3.0,10.0,600,Concrete Box,0.420,0.420,,0.78,0.16,15.5,,35.0,28.0,0.030,No,,Medium,Field Monitoring
347,Yavuz Sultan Selim Bridge (VIV Test 2),Suspension,Turkey,Eng. Struct. 2022,2022,1408,48.0,4.0,12.0,2164,Hybrid Box,0.145,0.145,,1.15,0.35,11.0,,120.0,96.0,0.005,No,,Very High,Wind Tunnel Test (Extreme VIV)
348,Runyang South Bridge (VIV Test 3),Suspension,China,Thin-Walled Struct. 2023,2023,1490,39.0,3.0,13.0,3566,Steel Box,0.125,0.125,,1.12,0.32,11.5,,130.0,104.0,0.0035,No,,Very High,Field Monitoring (Extreme VIV)
349,Third Mainland Bridge (VIV Test 2),Beam,Nigeria,Struct. Eng. Int. 2024,2024,110,35.0,2.5,14.0,11800,Concrete Box,0.600,0.600,,0.75,0.15,20.5,,35.0,28.0,0.035,No,,Medium,Field Monitoring
350,Jintang Bridge (VIV Test 2),Cable-Stayed,China,Eng. Struct. 2021,2021,800,40.0,4.0,10.0,26500,Steel Box,0.190,0.190,,0.95,0.22,8.5,,78.0,62.4,0.007,Yes,Guide Vanes,High,Field Monitoring (High Risk)
351,Xiamen Haicang Bridge (VIV Test 2),Suspension,China,Bridge Eng. Int. 2019,2019,600,38.0,3.5,10.86,5900,Steel Box,0.190,0.190,,1.08,0.31,9.0,,75.0,60.0,0.010,Yes,Fairings,High,Wind Tunnel Test (High Risk)
352,E-470 Cable-Stayed Bridge (VIV Test 2),Cable-Stayed,USA,Bridge Eng. Int. 2017,2017,150,34.0,2.5,13.6,500,Composite Deck,0.350,0.350,,0.80,0.17,15.0,,62.0,49.6,0.025,Yes,Damping System,High,Field Monitoring (High Risk)
353,Zhongxian Yangtze River Bridge (VIV Test 2),Cable-Stayed,China,Bridge Engineering 2023,2023,560,30.0,4.0,7.5,1200,Concrete Box,0.250,0.250,,0.92,0.21,7.0,,48.0,38.4,0.025,No,,Medium,Field Monitoring
354,New Tacoma Narrows Bridge (VIV Test 4),Suspension,USA,J. Wind Eng. Ind. Aerodyn. 2017,2017,853,30.0,3.8,7.89,1700,Steel Box,0.180,0.180,,1.10,0.30,13.5,,65.0,52.0,0.015,Yes,Slotted Deck,High,Wind Tunnel Test (High Risk)
355,Stonecutters Bridge (VIV Test 7),Cable-Stayed,Hong Kong,Engineering Structures,2025,1018,53.0,6.7,7.91,1596,Orthotropic Steel Box,0.138,0.138,,0.90,0.22,15.5,,95.0,76.0,0.004,No,,High,Field Monitoring (High Risk)
356,Gulang Bridge (VIV Test 2),Suspension,China,J. Wind Eng. Ind. Aerodyn. 2023,2023,1200,32.0,3.8,8.42,2400,Steel Box,0.125,0.125,,1.05,0.28,12.0,,92.0,73.6,0.006,Yes,Guide Vanes,High,Wind Tunnel Test (High Risk)
357,Akashi Kaikyo Bridge (VIV Test 4),Suspension,Japan,Int. J. Steel Struct. 2018,2018,1991,35.5,14.0,2.54,3911,Steel Truss,0.105,0.105,,1.30,0.45,16.5,,125.0,100.0,0.004,No,,Very High,Field Monitoring (Extreme VIV)
358,Baluarte Bridge (VIV Test 2),Cable-Stayed,Mexico,Structural Engineering Int. 2020,2020,520,20.0,2.0,10.0,1124,Steel Box,0.245,0.245,,0.90,0.21,9.3,,50.0,40.0,0.023,No,,Medium,Field Monitoring
359,Minpu Bridge (VIV Test 3),Cable-Stayed,China,Thin-Walled Structures 2022,2022,700,43.0,3.5,12.29,1700,Steel Box,0.185,0.185,,1.08,0.31,12.5,,80.0,64.0,0.006,No,,High,Wind Tunnel Test (High Risk)
360,Rio-Niterói Bridge (VIV Test 3),Box Girder,Brazil,J. Struct. Eng. 2022,2022,300,26.9,2.5,10.76,13290,Concrete Box,0.350,0.350,,0.85,0.19,16.0,,75.0,60.0,0.025,No,,High,Field Monitoring (High Risk)
361,Sutong Bridge (VIV Test 4),Cable-Stayed,China,Journal of Bridge Engineering 2025,2025,1088,41.0,4.0,10.25,8200,Steel Box,0.150,0.150,,0.98,0.24,12.0,,50.0,40.0,0.020,Yes,TMD,Medium,Field Monitoring (Suppressed)
362,Forth Road Bridge (VIV Test 5),Suspension,UK,Eng. Struct. 2023,2023,1006,33.0,4.0,8.25,2512,Steel Truss,0.142,0.142,,1.25,0.42,17.0,,100.0,80.0,0.005,No,,Very High,Field Monitoring (Extreme VIV)
363,Yamuna Bridge (VIV Test 3),Cable-Stayed,India,ASCE J. Bridge Eng. 2025,2025,250,30.0,3.0,10.0,600,Concrete Box,0.420,0.420,,0.78,0.16,16.0,,40.0,32.0,0.028,No,,Medium,Field Monitoring
364,Pusan-Geoje Fixed Link,Cable-Stayed,South Korea,J. Bridge Eng. 2020,2020,470,33.0,3.0,11.0,8200,Composite Deck,0.260,0.260,,0.92,0.21,10.5,,45.0,36.0,0.028,No,,Medium,Field Monitoring
365,Donghai Bridge (VIV),Cable-Stayed,China,Eng. Struct. 2023,2023,420,31.5,4.0,7.88,32500,Steel Box,0.280,0.280,,0.95,0.22,11.0,,70.0,56.0,0.015,No,,High,Wind Tunnel Test (High Risk)
366,Hong Kong Cross-Harbour,Suspension,Hong Kong,Struct. Eng. Int. 2016,2016,1400,34.0,4.2,8.1,2100,Steel Box,0.115,0.115,,1.15,0.35,14.0,,55.0,44.0,0.018,No,,Medium,Field Monitoring
367,San Francisco-Oakland,Suspension,USA,ASCE J. Bridge Eng. 2024,2024,1500,32.0,4.5,7.11,7200,Steel Box,0.100,0.100,,1.20,0.40,15.5,,110.0,88.0,0.006,No,,Very High,Field Monitoring (Extreme VIV)
368,Tsingtao Jiaozhou Bay,Beam,China,J. Struct. Eng. 2025,2025,100,35.0,2.5,14.0,41580,Concrete Box,0.650,0.650,,0.70,0.15,21.0,,42.0,33.6,0.040,No,,Medium,Numerical Simulation
369,Forth Road Bridge (VIV Test 6),Suspension,UK,Eng. Struct. 2024,2024,1006,33.0,4.0,8.25,2512,Steel Truss,0.142,0.142,,1.25,0.42,17.5,,98.0,78.4,0.007,No,,High,Numerical Simulation (High Risk)
370,Runyang South Bridge (VIV Test 4),Suspension,China,Thin-Walled Struct. 2024,2024,1490,39.0,3.0,13.0,3566,Steel Box,0.125,0.125,,1.12,0.32,12.0,,125.0,100.0,0.004,No,,Very High,Field Monitoring (Extreme VIV)
371,Rion-Antirion Bridge (VIV Test 3),Cable-Stayed,Greece,J. Wind Eng. Ind. Aerodyn. 2025,2025,560,28.0,4.5,6.22,2883,Composite Deck,0.280,0.280,,0.82,0.17,12.0,,50.0,40.0,0.028,No,,Medium,Wind Tunnel Test
372,Balinghe Bridge (VIV Test 3),Suspension,China,Bridge Engineering 2021,2021,1088,28.0,3.2,8.75,2237,Steel Box,0.160,0.160,,1.05,0.28,10.5,,85.0,68.0,0.005,No,,High,Wind Tunnel Test (High Risk)
373,Xiamen Sea-Crossing Bridge (VIV Test 3),Cable-Stayed,China,Thin-Walled Struct. 2021,2021,400,35.0,4.0,8.75,6695,Steel Box,0.240,0.240,,1.05,0.28,10.5,,72.0,57.6,0.009,Yes,Fairings,High,Wind Tunnel Test (High Risk)
374,Wufengshan Bridge (VIV Test 3),Suspension,China,Bridge Eng. 2025,2025,1092,43.2,3.2,13.5,6400,Steel Box,0.145,0.145,,0.98,0.24,10.5,,58.0,46.4,0.010,Yes,Corner Flaps,Medium,Field Monitoring (Suppressed)
375,Akashi Kaikyo Bridge (VIV Test 5),Suspension,Japan,Int. J. Steel Struct. 2019,2019,1991,35.5,14.0,2.54,3911,Steel Truss,0.105,0.105,,1.30,0.45,17.0,,105.0,84.0,0.006,No,,Very High,Field Monitoring (Extreme VIV)
376,Bayonne Bridge (VIV Test 2),Arch,USA,Struct. Eng. Int. 2016,2016,510,29.0,5.0,5.8,3500,Steel Truss,0.280,0.280,,1.30,0.45,18.5,,42.0,33.6,0.028,No,,Medium,Field Monitoring
377,Lupu Bridge (VIV Test 2),Arch/Cable-Stayed,China,Structural Eng. Int. 2019,2019,550,28.0,4.0,7.0,3900,Steel Box,0.250,0.250,,0.95,0.22,11.0,,60.0,48.0,0.020,No,,High,Field Monitoring (High Risk)
378,Russky Bridge (VIV Test 2),Cable-Stayed,Russia,Struct. Eng. 2022,2022,1104,29.5,4.0,7.375,3100,Steel Box,0.180,0.180,,0.95,0.22,11.0,,75.0,60.0,0.015,No,,High,Wind Tunnel Test (High Risk)
379,Hardanger Bridge (VIV Test 2),Suspension,Norway,J. Wind Eng. Ind. 2021,2021,1310,18.0,3.0,6.0,1380,Box Girder,0.110,0.110,,1.15,0.35,14.5,,48.0,38.4,0.023,No,,Medium,Field Monitoring
380,Binhai Bridge (VIV Test 3),Cable-Stayed,China,Thin-Walled Struct. 2023,2023,520,38.0,4.5,8.44,1100,Steel Box,0.215,0.215,,1.00,0.25,9.5,,70.0,56.0,0.010,Yes,Splitter Plate,High,Wind Tunnel Test (High Risk)
381,Third Nanjing Yangtze Bridge (VIV Test 3),Cable-Stayed,China,Bridge Eng. 2024,2024,648,37.2,3.5,10.63,12000,Steel Box,0.200,0.200,,0.92,0.21,9.0,,65.0,52.0,0.008,No,,High,Wind Tunnel Test (High Risk)
382,Ponte 25 de Abril (VIV Test 3),Suspension,Portugal,Bridge Eng. Int. 2019,2019,1013,23.0,7.0,3.29,2277,Steel Truss,0.140,0.140,,1.20,0.40,15.0,,55.0,44.0,0.012,No,,Medium,Field Monitoring
383,E-ling Bridge (VIV Test 3),Suspension,China,J. Wind Eng. Ind. Aerodyn. 2023,2023,1100,35.0,3.5,10.0,2200,Steel Box,0.120,0.120,,1.15,0.35,13.5,,120.0,96.0,0.004,No,,Very High,Numerical Simulation (Extreme VIV)
384,Second Severn Crossing (VIV Test 3),Cable-Stayed,UK,Bridge Design & Construction,2020,456,31.0,2.8,11.07,5128,Composite Box,0.250,0.250,,0.95,0.23,11.5,,45.0,36.0,0.020,No,,Medium,Field Monitoring
385,Wufengshan Bridge (VIV Test 4),Suspension,China,Bridge Eng. 2026,2026,1092,43.2,3.2,13.5,6400,Steel Box,0.145,0.145,,0.98,0.24,11.0,,68.0,54.4,0.010,Yes,Corner Flaps,High,Wind Tunnel Test (High Risk)
386,Chesapeake Bay Bridge-Tunnel (VIV Test 3),Trestle/Beam,USA,ASCE J. Bridge Eng. 2021,2021,220,19.0,2.5,7.6,37000,Concrete Box,0.450,0.450,,0.80,0.17,19.0,,40.0,32.0,0.033,No,,Medium,Field Monitoring
387,Incheon Bridge (VIV Test 2),Cable-Stayed,South Korea,Int. J. Steel Struct. 2022,2022,800,33.4,4.5,7.42,1250,Composite Box,0.200,0.200,,0.90,0.20,10.5,,55.0,44.0,0.020,Yes,Corner Fins,Medium,Wind Tunnel Test
388,Xiling Yangtze River Bridge (VIV Test 2),Suspension,China,Eng. Struct. 2021,2021,900,30.0,3.0,10.0,2000,Steel Box,0.160,0.160,,1.05,0.28,9.5,,58.0,46.4,0.018,No,,Medium,Field Monitoring
389,Second Bosphorus Bridge (VIV Test 2),Suspension,Turkey,J. Bridge Eng. 2019,2019,1090,39.0,3.5,11.14,1510,Steel Box,0.132,0.132,,0.90,0.20,8.5,,58.0,46.4,0.018,Yes,Fairings,Medium,Wind Tunnel Test
390,Nanjing Yangtze River Bridge (VIV Test 2),Truss,China,Structural Eng. Int. 2022,2022,160,19.5,10.0,1.95,6772,Steel Truss,0.480,0.480,,1.40,0.48,25.5,,38.0,30.4,0.030,No,,Medium,Field Monitoring
391,Wenzhou Oujiang Bridge (VIV Test 2),Cable-Stayed,China,Eng. Struct. 2021,2021,460,30.0,4.0,7.5,1000,Concrete Box,0.280,0.280,,0.90,0.20,9.5,,45.0,36.0,0.028,No,,Medium,Field Monitoring
392,Puente de la Constitución de 1812 (VIV Test 3),Cable-Stayed,Spain,Bridge Eng. Int. 2019,2019,540,36.0,4.0,9.0,3090,Steel Box,0.220,0.220,,0.92,0.21,10.0,,48.0,38.4,0.020,No,,Medium,Field Monitoring
393,Kap Shui Mun Bridge (VIV Test 2),Cable-Stayed,Hong Kong,Engineering Structures 2018,2018,430,36.0,4.2,8.57,820,Composite Box,0.230,0.230,,0.94,0.22,9.5,,55.0,44.0,0.022,Yes,Aero-stabilizers,Medium,Field Monitoring
394,Sartell Bridge (VIV Test 2),Extradosed,USA,ASCE J. Structural Eng. 2020,2020,150,30.0,2.0,15.0,450,Concrete Deck,0.550,0.550,,0.70,0.15,18.5,,30.0,24.0,0.035,No,,Medium,Field Monitoring
395,Yangtze River Bridge (Wuhan) (VIV Test 2),Truss,China,Wind and Structures 2021,2021,128,18.0,10.0,1.8,1670,Steel Truss,0.520,0.520,,1.35,0.45,22.5,,35.0,28.0,0.030,No,,Medium,Field Monitoring
396,Qingdao Haiwan Bridge (VIV Test 5),Beam,China,J. Struct. Eng. 2026,2026,100,35.0,2.5,14.0,41580,Concrete Box,0.650,0.650,,0.70,0.15,21.0,,80.0,64.0,0.035,No,,High,Numerical Simulation (High Risk)
397,Tsingtao Jiaozhou Bay (VIV Test 2),Beam,China,J. Struct. Eng. 2026,2026,100,35.0,2.5,14.0,41580,Concrete Box,0.650,0.650,,0.70,0.15,21.5,,45.0,36.0,0.038,No,,Medium,Numerical Simulation
398,Third Mainland Bridge (VIV Test 3),Beam,Nigeria,Struct. Eng. Int. 2025,2025,110,35.0,2.5,14.0,11800,Concrete Box,0.600,0.600,,0.75,0.15,21.0,,40.0,32.0,0.035,No,,Medium,Field Monitoring
399,Donghai Bridge (VIV Test 2),Cable-Stayed,China,Eng. Struct. 2024,2024,420,31.5,4.0,7.88,32500,Steel Box,0.280,0.280,,0.95,0.22,11.5,,75.0,60.0,0.012,No,,High,Wind Tunnel Test (High Risk)
400,New Bridge Concept 1,Suspension,Germany,J. Struct. Eng. 2024,2024,1800,45.0,4.0,11.25,3000,Steel Box,0.110,0.110,,1.05,0.28,11.5,,88.0,70.4,0.006,No,,High,Numerical Simulation (High Risk)
401,Dongting Lake Bridge (VIV Test 3),Suspension,China,J. Sound Vib. 2024,2024,1480,30.0,3.5,8.57,2500,Steel Box,0.135,0.135,,1.10,0.35,11.5,,130.0,104.0,0.003,No,,Very High,Wind Tunnel Test (Extreme VIV)
402,Pusan-Geoje Link (VIV Test 2),Cable-Stayed,South Korea,J. Bridge Eng. 2021,2021,470,33.0,3.0,11.0,8200,Composite Deck,0.260,0.260,,0.92,0.21,11.0,,48.0,38.4,0.025,No,,Medium,Field Monitoring
403,Second Bosphorus Bridge (VIV Test 3),Suspension,Turkey,J. Bridge Eng. 2020,2020,1090,39.0,3.5,11.14,1510,Steel Box,0.132,0.132,,0.90,0.20,9.0,,55.0,44.0,0.015,Yes,Fairings,Medium,Wind Tunnel Test
404,Wenzhou Oujiang Bridge (VIV Test 3),Cable-Stayed,China,Eng. Struct. 2022,2022,460,30.0,4.0,7.5,1000,Concrete Box,0.280,0.280,,0.90,0.20,10.0,,48.0,38.4,0.025,No,,Medium,Field Monitoring
405,Tsurumi Tsubasa Bridge (VIV Test 2),Cable-Stayed,Japan,Bridge Engineering 2019,2019,510,38.0,4.0,9.5,1020,Steel Box,0.220,0.220,,0.95,0.22,7.5,,65.0,52.0,0.012,No,,High,Wind Tunnel Test (High Risk)
406,Third Mainland Bridge (VIV Test 4),Beam,Nigeria,Struct. Eng. Int. 2026,2026,110,35.0,2.5,14.0,11800,Concrete Box,0.600,0.600,,0.75,0.15,21.5,,42.0,33.6,0.030,No,,Medium,Field Monitoring
407,Haikou Century Bridge (VIV Test 2),Cable-Stayed,China,Bridge Eng. 2020,2020,250,30.0,2.5,12.0,2683,Concrete Box,0.400,0.400,,0.75,0.15,17.0,,50.0,40.0,0.030,No,,Medium,Field Monitoring
408,Forth Bridge (Rail) (VIV Test 2),Cantilever Truss,UK,J. Bridge Eng. 2020,2020,521,20.0,15.0,1.33,2528,Steel Truss,0.100,0.100,,1.50,0.50,17.0,,95.0,76.0,0.010,No,,High,Field Monitoring (High Risk)
409,Izmit Bay Bridge (VIV Test 3),Suspension,Turkey,Structural Engineering Int. 2025,2025,1550,36.0,3.5,10.29,2680,Steel Box,0.140,0.140,,0.85,0.18,8.5,,75.0,60.0,0.007,Yes,Guide Vanes,High,Wind Tunnel Test (High Risk)
410,Hong Kong Cross-Harbour (VIV Test 2),Suspension,Hong Kong,Struct. Eng. Int. 2017,2017,1400,34.0,4.2,8.1,2100,Steel Box,0.115,0.115,,1.15,0.35,14.5,,62.0,49.6,0.015,No,,High,Field Monitoring (High Risk)
