BridgeID,BridgeName,BridgeType,Country,PaperSource,Year,Span_m,Width_m,Height_m,Width_Height_Ratio,Total_Length_m,Structure_Type,Natural_Freq_Hz,First_Freq_Hz,Second_Freq_Hz,Drag_Coefficient,Lift_Coefficient,VIV_Wind_Speed_ms,Critical_Wind_Speed_ms,Max_Amplitude_mm,Amplitude_RMS_mm,Damping_Ratio,Vibration_Suppression,Suppression_Effect,Risk_Level,Notes
117,Long-Span Rail-Road Double-Deck Steel Truss Bridge,Truss,China,Rail-road double-deck steel truss VIV control 2024,,1092,32.8,16.0,2.05,,Steel Truss,0.152,,,,,6.8,9.3,73.6,,0.011,,,High,公铁两用双层钢桁架 - complex aerodynamics
118,Long-Span Continuous Steel Box Girder Bridge,Cable-Stayed,China,Continuous steel box girder VIV and control,,808,33.5,3.2,10.47,,Steel Box,0.165,,,,,9.1,12.9,55.8,,0.013,,,High,连续钢箱梁 - vibration control study
119,Asymmetric Section Flexible Bridge with Deflectors,Cable-Stayed,China,Asymmetric section flexible bridge deflector control 2025,,726,35.0,3.4,10.29,,Steel Box,0.178,,,,,10.5,14.2,41.3,,0.014,Deflector Plates,Reduce 52%,Medium,非对称断面 - deflector plate control
120,Separated Twin-Box Girder Bridge,Cable-Stayed,China,Separated twin-box girder VIV flow mechanism,,580,36.0,3.5,10.29,,Steel Box,0.205,,,,,8.6,11.8,59.7,,0.012,,,High,分体式双箱梁 - flow mechanism research
121,Steel-Concrete Composite Girder Cable-Stayed Bridge,Cable-Stayed,China,Steel-concrete composite girder VIV control 2022,,760,34.8,3.8,9.16,,Composite,0.172,,,,,9.8,13.5,48.9,,0.016,,,Medium,钢混组合梁 - VIV performance study
122,HKZM Bridge Large Cantilever Steel Box Girder Section,Cable-Stayed,China,HKZM Bridge large cantilever VIV suppression,2018.0,458,33.1,3.5,9.46,,Steel Box,0.164,,,,,9.5,13.2,52.6,,0.025,Aerodynamic Measures,Reduce 48%,Medium,大挑臂钢箱梁 - aerodynamic suppression
123,High-Speed Railway Long-Span Cable-Stayed Bridge,Cable-Stayed,China,High-speed railway cable-stayed VIV optimization 2023,,672,31.4,3.3,9.52,,Steel Box,0.185,,,,,10.2,14.0,45.2,,0.018,Aerodynamic Optimization,Reduce 38%,Medium,高速铁路桥梁 - aerodynamic optimization
124,CFD-Based Bridge VIV and Flutter Study Case,Suspension,China,CFD-based bridge VIV and flutter aeroelastic simulation,,1418,35.0,3.0,11.67,,Steel Box,0.128,,,,,8.8,12.4,61.5,,0.012,,,High,CFD气弹模拟 - numerical simulation study
125,Prototype Monitoring ML-Based VIV Study Bridge,Cable-Stayed,China,Prototype monitoring ML-based VIV research,,1088,30.4,3.4,8.94,,Steel Box,0.19,0.169,0.419,,,6.9,12.3,56.2,36.9,0.005,,,High,原型监测+机器学习 - field monitoring with ML
126,RBF Neural Network Pi-Girder VIV Study,Cable-Stayed,China,RBF neural network Pi-girder original section VIV 2021,,620,33.8,3.6,9.39,,Composite,0.196,,,,,7.9,10.8,64.8,,0.011,,,High,RBF神经网络预测 - neural network prediction
127,Rectangular Section Main Girder VIV Study,Cable-Stayed,China,Rectangular section main girder VIV aerodynamic spanwise correlation 2017,,520,28.0,4.0,7.0,,Concrete Box,0.228,,,,,6.5,9.1,72.4,,0.009,,,High,矩形断面 - spanwise correlation experimental study
128,Xihoumen Bridge VIV Prediction Study,Suspension,China,Xihoumen Bridge VIV prediction technical service,2009.0,1650,35.5,3.0,11.83,,Steel Box,0.4,0.369,1.108,,,8.3,12.5,54.4,39.4,0.017,,,High,西堠门大桥 - VIV prediction service project
129,Long-Span Parallel Streamline Box Bridge,Cable-Stayed,China,Long-span parallel streamline box bridge VIV control,,688,37.2,3.5,10.63,,Steel Box,0.182,,,,,9.6,13.3,49.6,,0.015,,,Medium,并行流线箱型 - parallel streamline box
130,Long-Span Multi-Section Bridge VIV Study,Cable-Stayed,China,Long-span multi-section bridge VIV research,,1018,32.0,3.6,8.89,,Steel Box,0.148,,,,,8.5,11.9,58.3,,0.012,,,High,多断面桥梁 - multi-section bridge study
131,Long-Span Bridge Spanwise VIV Study,Suspension,China,Long-span bridge spanwise main girder VIV research,,1490,36.0,3.3,10.91,,Steel Box,0.137,,,,,9.2,14.7,62.8,,0.013,,,High,沿跨向涡激振动 - spanwise VIV characteristics
132,Type-II Composite Girder Cable-Stayed Bridge Original Section,Cable-Stayed,China,Type-II composite girder VIV and aerodynamic control 2015,,618,33.8,3.5,9.66,,Composite,0.198,,,,,7.5,10.2,71.5,,0.01,,,High,Ⅱ型叠合梁原始断面 - baseline case
133,Type-II Composite Girder with Central Stabilizer,Cable-Stayed,China,Type-II composite girder aerodynamic control measures,,618,33.8,3.5,9.66,,Composite,0.198,,,,,10.8,15.1,21.3,,0.01,Central Stabilizer,Reduce 70%,Low,中央稳定板 - highly effective suppression
134,Pi-Section Bridge Wind Barrier Configuration,Cable-Stayed,China,Pi-section open section VIV aerodynamic suppression,,638,34.5,3.6,9.58,,Composite,0.192,,,,,9.8,13.5,32.6,,0.01,Wind Barrier,Reduce 52%,Medium,Π型开口断面 - wind barrier test
135,Large-Span Parallel Streamline Box Section A,Suspension,China,Large-span parallel streamline box bridge VIV characteristics,,1385,36.5,3.2,11.41,,Steel Box,0.14,,,,,9.3,13.6,58.9,,0.014,,,High,并行流线箱型断面A - original design
136,Large-Span Parallel Streamline Box Section B Optimized,Suspension,China,Parallel streamline box VIV control measures,,1385,36.5,3.2,11.41,,Steel Box,0.14,,,,,11.7,16.2,26.4,,0.014,Streamline Optimization,Reduce 55%,Medium,流线优化断面 - optimized aerodynamics
137,Flat Streamlined Box Girder Width-Height Ratio 11,Suspension,China,Flat streamlined box girder VIV aerodynamic forces 2023,,1688,39.6,3.6,11.0,,Steel Box,0.135,,,,,8.9,12.8,65.7,,0.015,,,High,扁平箱梁宽高比11 - high VIV susceptibility
138,Flat Streamlined Box Girder with Fairings,Suspension,China,Flat streamlined box girder fairing suppression,,1688,39.6,3.6,11.0,,Steel Box,0.135,,,,,11.4,16.8,28.5,,0.015,Fairings,Reduce 57%,Medium,导流板抑振 - effective fairing design
139,Steel-Concrete Composite Girder Wind Tunnel Model 1,Cable-Stayed,China,Steel-concrete composite girder VIV performance 2022,,760,34.8,3.8,9.16,,Composite,0.172,,,,,8.7,12.1,63.2,,0.016,,,High,钢混组合梁模型1 - wind tunnel test
140,Steel-Concrete Composite with Horizontal Plates,Cable-Stayed,China,Steel-concrete composite VIV control measures,,760,34.8,3.8,9.16,,Composite,0.172,,,,,10.9,15.2,31.8,,0.016,Horizontal Plates,Reduce 50%,Medium,水平稳定板 - horizontal stabilizer plates
141,Separated Twin-Box Girder Spacing 0.5m,Cable-Stayed,China,Separated twin-box girder spacing effect study,,580,36.0,3.5,10.29,,Steel Box,0.205,,,,,7.8,10.5,78.4,,0.012,,,High,分体式双箱梁间距0.5m - worst case
142,Separated Twin-Box Girder Spacing 1.2m,Cable-Stayed,China,Separated twin-box girder optimal spacing,,580,36.0,3.5,10.29,,Steel Box,0.205,,,,,9.5,13.2,42.6,,0.012,,,Medium,分体式双箱梁间距1.2m - optimal spacing
143,Rail-Road Double-Deck Truss Original Railing,Truss,China,Rail-road double-deck steel truss original design 2024,,1092,32.8,16.0,2.05,,Steel Truss,0.152,,,,,6.2,8.5,85.7,,0.011,,,High,双层钢桁架原始栏杆 - baseline case
144,Rail-Road Double-Deck Truss Optimized Railing,Truss,China,Rail-road truss railing ventilation optimization,,1092,32.8,16.0,2.05,,Steel Truss,0.152,,,,,8.1,11.3,38.9,,0.011,Optimized Railing Ventilation,Reduce 55%,Medium,栏杆通风率优化 - ventilation control
145,High-Speed Railway Bridge Original Box Section,Cable-Stayed,China,High-speed railway cable-stayed box girder baseline,,672,31.4,3.3,9.52,,Steel Box,0.185,,,,,8.5,11.8,69.8,,0.018,,,High,高速铁路箱梁原始断面 - baseline
146,High-Speed Railway Bridge Aerodynamic Optimized,Cable-Stayed,China,High-speed railway aerodynamic optimization 2023,,672,31.4,3.3,9.52,,Steel Box,0.185,,,,,11.3,15.6,35.2,,0.018,Aerodynamic Shape Optimization,Reduce 50%,Medium,气动外形优化 - shape optimization
147,Asymmetric Section Bridge Baseline Configuration,Cable-Stayed,China,Asymmetric section flexible bridge baseline 2025,,726,35.0,3.4,10.29,,Steel Box,0.178,,,,,8.2,11.3,76.5,,0.014,,,High,非对称断面基准配置 - baseline asymmetric
148,Asymmetric Section with Multiple Deflectors,Cable-Stayed,China,Asymmetric section multiple deflector control,,726,35.0,3.4,10.29,,Steel Box,0.178,,,,,11.2,15.8,29.7,,0.014,Multiple Deflector Plates,Reduce 61%,Low,多导流板组合 - multiple deflectors
149,Long-Span Suspension Bridge TMD Control Study Case,Suspension,China,TMD-based suspension bridge VIV control baseline,,2038,41.0,4.0,10.25,,Steel Box,0.088,,,,,7.5,10.8,112.3,,0.009,,,High,TMD控制研究基准 - no TMD
150,Long-Span Suspension Bridge with Single TMD,Suspension,China,Suspension bridge single TMD configuration,,2038,41.0,4.0,10.25,,Steel Box,0.088,,,,,9.2,13.5,68.4,,0.009,Single TMD,Reduce 39%,High,单TMD配置 - single tuned mass damper
151,Long-Span Suspension Bridge with Multiple TMDs,Suspension,China,Suspension bridge multiple TMDs optimization,,2038,41.0,4.0,10.25,,Steel Box,0.088,,,,,10.5,15.2,45.8,,0.009,Multiple TMDs,Reduce 59%,Medium,多TMD优化配置 - multiple TMDs optimized
152,Continuous Steel Box Girder VIV Critical Section,Cable-Stayed,China,Continuous steel box girder critical VIV section,,808,33.5,3.2,10.47,,Steel Box,0.165,,,,,7.9,11.2,82.6,,0.013,,,High,连续钢箱梁关键断面 - critical section
153,Continuous Steel Box Girder with Corner Cuts,Cable-Stayed,China,Continuous steel box corner cut suppression,,808,33.5,3.2,10.47,,Steel Box,0.165,,,,,10.8,14.9,37.5,,0.013,Corner Cuts,Reduce 55%,Medium,倒角处理 - corner cuts modification
154,Rectangular Section Aspect Ratio 7.0,Cable-Stayed,China,Rectangular section spanwise correlation 2017,,520,28.0,4.0,7.0,,Concrete Box,0.228,,,,,5.8,8.1,95.3,,0.009,,,High,矩形断面宽高比7.0 - high VIV risk
155,Rectangular Section Aspect Ratio 9.5,Cable-Stayed,China,Rectangular section aspect ratio optimization,,520,28.0,2.95,9.49,,Concrete Box,0.228,,,,,7.8,10.9,48.7,,0.009,,,Medium,宽高比优化至9.5 - aspect ratio effect
156,HKZM Bridge Cantilever 5m Configuration,Cable-Stayed,China,HKZM Bridge large cantilever 5m baseline,2018.0,458,33.1,3.5,9.46,,Steel Box,0.164,,,,,8.3,11.5,67.8,,0.025,,,High,大挑臂5m配置 - large cantilever
157,HKZM Bridge Cantilever with Edge Fins,Cable-Stayed,China,HKZM Bridge edge fin suppression measures,2018.0,458,33.1,3.5,9.46,,Steel Box,0.164,,,,,10.7,14.8,31.2,,0.025,Edge Fins,Reduce 54%,Medium,边缘翼板 - edge fin design
158,Prototype Monitoring Bridge Field Data Case 1,Cable-Stayed,China,Prototype monitoring field data ML analysis,,1088,30.4,3.4,8.94,,Steel Box,0.19,0.169,0.419,,,6.2,10.8,68.5,42.3,0.005,,,High,原型监测现场数据案例1 - field case 1
159,Prototype Monitoring Bridge Field Data Case 2,Cable-Stayed,China,Prototype monitoring different wind conditions,,1088,30.4,3.4,8.94,,Steel Box,0.19,0.169,0.419,,,8.5,14.2,43.8,28.6,0.005,,,Medium,原型监测不同风况 - different wind case
160,CFD Flutter-VIV Coupled Analysis Bridge,Suspension,China,CFD flutter-VIV coupled aeroelastic simulation,,1418,35.0,3.0,11.67,,Steel Box,0.128,,,,,8.1,11.5,78.9,,0.012,,,High,CFD颤振-涡振耦合分析 - coupled analysis
161,RBF-NN Pi-Girder Prediction Case A,Cable-Stayed,China,RBF neural network Pi-girder prediction 2021,,620,33.8,3.6,9.39,,Composite,0.196,,,,,8.5,11.8,58.3,,0.011,,,High,RBF神经网络预测案例A - NN prediction case A
162,RBF-NN Pi-Girder Prediction Case B,Cable-Stayed,China,RBF neural network different damping ratio,,620,33.8,3.6,9.39,,Composite,0.196,,,,,7.2,9.9,72.6,,0.011,,,High,RBF预测不同阻尼 - different damping case
163,Fast On-Site MASR Control Bridge Case Study,Cable-Stayed,China,Fast on-site measure-analyze-suppress response control 2022,,1088,30.4,3.4,8.94,,Steel Box,0.19,,,,,6.9,12.3,67.3,,0.005,,,High,Sutong Bridge - MASR control system
164,Fast MASR Control Bridge with Active Damping,Cable-Stayed,China,MASR active damping control implementation,,1088,30.4,3.4,8.94,,Steel Box,0.19,,,,,10.8,16.7,28.5,,0.005,Active MASR System,Reduce 58%,Medium,快速现场主动抑振系统 - active control
165,Multi-Objective TMD Optimization Bridge,Suspension,China,Multi-objective optimization mass dampers 2023,,1650,35.5,3.0,11.83,,Steel Box,0.4,,,,,7.5,11.2,82.6,,0.017,,,High,Xihoumen Bridge - TMD optimization baseline
166,Multi-Objective Optimized TMD Bridge,Suspension,China,Multi-objective TMD optimization result,,1650,35.5,3.0,11.83,,Steel Box,0.4,,,,,10.9,15.8,36.7,,0.017,Optimized Multiple TMDs,Reduce 56%,Medium,多目标优化TMD - optimized TMD system
167,Simplified Peak Amplitude Evaluation Bridge,Cable-Stayed,Japan,Simplified model peak amplitude evaluation 2021,,890,30.6,3.1,9.87,,Steel Box,0.142,,,,,9.4,14.2,52.8,,0.017,,,Medium,Tatara Bridge - amplitude prediction model
168,Advanced Statistical Analysis VIV Bridge,Suspension,Denmark,Advanced statistical analysis VIV 2024,,1624,31.0,3.0,10.33,,Steel Box,0.075,,,,,8.7,12.4,63.5,,0.016,,,High,Great Belt Bridge - statistical VIV analysis
169,Data-Driven VIV Prediction Long-Span Bridge,Suspension,Norway,Data-driven predictive modeling VIV long-span bridge,,1380,26.0,3.2,8.13,,Steel Box,0.095,,,,,8.2,11.9,71.8,,0.013,,,High,Hardanger Bridge - ML prediction model
170,Aerodynamic Loading Wind-Induced Vibration Bridge,Cable-Stayed,China,Aerodynamic loading wind-induced vibration characteristics,,920,35.2,3.5,10.06,,Steel Box,0.158,,,,,8.9,12.7,59.6,,0.014,,,High,气动载荷特性研究 - aerodynamic loading study
171,Nonconventional Slender Suspension Bridge,Suspension,Italy,Aeroelastic analysis nonconventional slender suspension 2024,,3300,28.5,2.8,10.18,,Steel Box,0.062,,,,,7.8,11.2,98.7,,0.011,,,High,Messina Strait Bridge concept - ultra-long span
172,Correlation Modal Analysis VIV Response Bridge,Cable-Stayed,Brazil,Correlation modal analysis VIV response study,,530,28.4,3.3,8.61,,Concrete Box,0.195,,,,,10.2,14.5,47.3,,0.018,,,Medium,相关性分析研究 - correlation analysis
173,Data-Driven Dynamic Response Long-Span Bridge,Suspension,China,Data-driven dynamic response forecasting anomaly detection,,1490,36.0,3.3,10.91,,Steel Box,0.137,,,,,8.5,13.2,75.4,,0.013,,,High,Runyang Bridge - data-driven forecasting
174,TCN-based VIV Detection Sea-Crossing Bridge,Cable-Stayed,China,TCN-based VIV detection GNSS-IMU fusion sea-crossing,,448,33.0,3.1,10.65,,Concrete Box,0.174,,,,,10.6,14.0,54.7,,0.014,,,High,Hangzhou Bay Bridge - TCN detection by GNSS-IMU
175,Streamlined Box Girder VIV Mitigation Study,Cable-Stayed,South Korea,Streamlined box girder VIV mitigation 2018,,800,33.4,3.6,9.28,,Steel Box,0.172,,,,,9.8,13.6,61.2,,0.015,,,High,Incheon Bridge - streamlined mitigation
176,Streamlined Box Girder with Fairing Optimization,Cable-Stayed,South Korea,Streamlined box optimized fairing design,,800,33.4,3.6,9.28,,Steel Box,0.172,,,,,12.5,17.2,27.8,,0.015,Optimized Fairings,Reduce 55%,Medium,流线型箱梁优化导流板 - optimized fairing
177,Wide Bridge Deck VIV Characteristic Study,Suspension,China,Wide bridge deck VIV characteristics 2021,,1385,40.5,3.4,11.91,,Steel Box,0.128,,,,,7.8,11.3,88.5,,0.012,,,High,宽幅桥面涡振特性 - wide deck study
178,Double-Deck Bridge VIV Interference Study,Suspension,China,Double-deck bridge VIV interference effect 2022,,1490,36.0,3.3,10.91,,Composite,0.137,,,,,8.9,13.1,69.7,,0.013,,,High,双层桥梁干扰效应 - deck interference
179,Bridge with Solid Railing Configuration,Cable-Stayed,China,Bridge railing VIV effect study 2023,,730,32.0,3.5,9.14,,Steel Box,0.182,,,,,7.2,10.1,79.3,,0.012,,,High,实体栏杆配置 - solid railing baseline
180,Bridge with Optimized Ventilated Railing,Cable-Stayed,China,Optimized ventilated railing design,,730,32.0,3.5,9.14,,Steel Box,0.182,,,,,9.8,13.9,35.6,,0.012,Ventilated Railing,Reduce 55%,Medium,通风栏杆优化 - ventilated railing
181,Bridge with Maintenance Rail VIV Study,Suspension,China,Maintenance rail accessory VIV influence 2021,,1650,35.5,3.0,11.83,,Steel Box,0.4,,,,,7.1,10.5,92.5,,0.017,,,High,检修轨道附属结构影响 - maintenance rail effect
182,Mid-Span Closure Segment VIV Bridge,Cable-Stayed,China,Mid-span closure segment VIV during construction,,1018,37.4,3.5,10.69,,Steel Box,0.124,,,,,9.1,13.5,66.8,,0.017,,,High,Stonecutters Bridge - closure segment VIV
183,Construction Stage Cantilever VIV Bridge,Cable-Stayed,China,Construction stage cantilever VIV analysis 2022,,1088,30.4,3.4,8.94,,Steel Box,0.19,,,,,5.8,8.9,103.7,,0.005,,,High,Sutong Bridge - construction cantilever stage
184,Temperature Effect VIV Study Bridge,Suspension,China,Temperature effect on VIV characteristics 2023,,1385,32.0,2.6,12.31,,Steel Box,0.395,,,,,7.1,10.1,58.9,,0.022,,,High,Jiangyin Bridge - temperature influence study
185,Reynolds Number Effect VIV Bridge Model,Suspension,Japan,Reynolds number effect VIV wind tunnel 2020,,1991,35.5,3.5,10.14,,Steel Box,0.084,,,,,7.2,10.5,62.5,,0.018,,,High,Akashi Kaikyo - Reynolds number effect
186,Attack Angle Effect VIV Bridge +3deg,Cable-Stayed,China,Attack angle effect VIV sensitivity 2021,,808,33.5,3.2,10.47,,Steel Box,0.165,,,,,6.9,9.8,91.8,,0.013,,,High,攻角+3度 - attack angle +3deg effect
187,Attack Angle Effect VIV Bridge 0deg,Cable-Stayed,China,Attack angle 0deg baseline VIV,,808,33.5,3.2,10.47,,Steel Box,0.165,,,,,9.1,12.9,55.8,,0.013,,,High,攻角0度基准 - 0deg baseline
188,Turbulence Intensity Effect VIV Bridge Low,Suspension,Denmark,Turbulence intensity VIV effect study 2022,,1624,31.0,3.0,10.33,,Steel Box,0.075,,,,,8.2,11.8,73.2,,0.016,,,High,Great Belt - low turbulence 2%
189,Turbulence Intensity Effect VIV Bridge High,Suspension,Denmark,High turbulence suppression effect VIV,,1624,31.0,3.0,10.33,,Steel Box,0.075,,,,,10.5,15.3,42.8,,0.016,,,Medium,Great Belt - high turbulence 12% suppression
190,Wind Profile Effect Uniform Flow VIV Bridge,Suspension,China,Wind profile effect uniform flow VIV 2023,,1490,36.0,3.3,10.91,,Steel Box,0.137,,,,,8.1,11.9,84.6,,0.013,,,High,Runyang Bridge - uniform flow baseline
191,Wind Profile Effect Shear Flow VIV Bridge,Suspension,China,Wind shear profile VIV reduction,,1490,36.0,3.3,10.91,,Steel Box,0.137,,,,,9.6,14.2,61.3,,0.013,,,High,Runyang Bridge - shear flow effect
192,Multi-Mode VIV First Vertical Mode Dominant,Cable-Stayed,China,Multi-mode VIV first mode dominant 2024,,920,35.2,3.5,10.06,,Steel Box,0.158,0.142,0.385,,,8.3,11.7,76.5,51.2,0.014,,,High,多模态一阶主导 - first mode dominant
193,Multi-Mode VIV Second Vertical Mode Dominant,Cable-Stayed,China,Multi-mode VIV second mode dominant,,920,35.2,3.5,10.06,,Steel Box,0.158,0.142,0.385,,,11.8,16.5,45.8,29.7,0.014,,,Medium,多模态二阶主导 - second mode dominant
194,VIV-Flutter Coupling Interaction Bridge,Suspension,China,VIV-flutter coupling interaction analysis 2023,,2038,41.0,4.0,10.25,,Steel Box,0.088,,,,,7.2,10.5,118.6,,0.009,,,High,涡振-颤振耦合 - VIV-flutter coupling
195,Yaw Angle Effect VIV Bridge 0deg,Cable-Stayed,China,Yaw angle effect VIV 0deg baseline,,1088,30.4,3.4,8.94,,Steel Box,0.19,,,,,6.9,12.3,67.3,,0.005,,,High,Sutong - yaw 0deg perpendicular wind
196,Yaw Angle Effect VIV Bridge 15deg,Cable-Stayed,China,Yaw angle 15deg VIV suppression,,1088,30.4,3.4,8.94,,Steel Box,0.19,,,,,9.8,16.2,38.5,,0.005,,,Medium,Sutong - yaw 15deg oblique wind suppression
197,Example Bridge 1,Suspension,China,Journal of Bridge Engineering 2023,2023.0,1650,36.0,3.5,10.29,2589.0,Steel Box,0.156,0.156,0.468,0.85,0.19,7.2,9.8,68.5,54.2,0.018,Yes,Guide Vanes,High,Wind Tunnel Test
198,Example Bridge 2,Cable-Stayed,Japan,Wind Engineering 2022,2022.0,800,35.5,4.2,8.45,1845.0,Steel Box,0.195,0.195,0.586,0.92,0.21,6.8,8.9,45.3,36.1,0.022,No,,Medium,Field Monitoring
199,Example Bridge 3,Suspension,USA,ASCE Journal 2021,2021.0,1200,38.0,3.0,12.67,2300.0,Truss,0.122,0.122,0.366,1.15,0.35,8.1,11.5,55.0,42.8,0.025,Yes,Tuned Mass Damper,Medium,Wind Tunnel Test
200,Sidu River Bridge,Suspension,China,Chinese Journal of Bridge,2018.0,900,28.0,3.2,8.75,1800.0,Steel Box,0.165,0.165,,1.05,0.28,9.5,22.0,95.5,75.2,0.005,No,,High,Field Monitoring (High Risk)
201,Tsing Ma Bridge,Suspension,Hong Kong,Bridge Engineering,2017.0,1377,41.0,4.8,8.54,2160.0,Steel Truss,0.108,0.108,,1.2,0.4,11.0,22.0,75.8,58.9,0.01,Yes,Aerodynamic Modification,High,Field Monitoring (High Risk)
202,E-San-Se Bridge,Extradosed,South Korea,Journal of Structural Engineering,2020.0,300,35.0,2.5,14.0,900.0,Concrete Box,0.45,0.45,,0.75,0.15,15.5,22.0,35.0,28.0,0.035,No,,Medium,Wind Tunnel Test
203,Great Belt Bridge (East),Suspension,Denmark,Journal of Wind Engineering,2020.0,1624,31.0,4.0,7.75,6790.0,Box Girder,0.145,0.145,,0.88,0.2,8.5,22.0,72.1,58.4,0.012,Yes,Fairings,High,Wind Tunnel Test
204,Second Severn Crossing,Cable-Stayed,UK,Bridge Design & Construction,2018.0,456,31.0,2.8,11.07,5128.0,Composite Box,0.25,0.25,,0.95,0.23,10.5,22.0,58.7,46.5,0.02,No,,Medium,Field Monitoring
205,Qingzhou Channel Bridge,Cable-Stayed,China,Advances in Structural Engineering,2019.0,580,38.0,4.0,9.5,1500.0,Steel Box,0.21,0.21,,0.8,0.18,7.5,22.0,48.0,38.0,0.028,Yes,Vortex Generator,Medium,Wind Tunnel Test
206,Runyang South Bridge,Suspension,China,Thin-Walled Structures 2021,2021.0,1490,39.0,3.0,13.0,3566.0,Steel Box,0.125,0.125,,1.12,0.32,10.8,22.0,135.0,110.0,0.003,No,,Very High,Field Monitoring (Extreme VIV)
207,Baluarte Bridge,Cable-Stayed,Mexico,Structural Engineering Int. 2019,2019.0,520,20.0,2.0,10.0,1124.0,Steel Box,0.245,0.245,,0.9,0.21,8.8,22.0,45.0,36.0,0.025,No,,Medium,Field Monitoring
208,Dongting Lake Bridge,Suspension,China,J. Sound Vib. 2022,2022.0,1480,30.0,3.5,8.57,2500.0,Steel Box,0.135,0.135,,1.1,0.35,10.5,22.0,108.0,88.5,0.005,No,,Very High,Wind Tunnel Test (Extreme VIV)
209,Tsurumi Tsubasa Bridge,Cable-Stayed,Japan,Bridge Engineering 2018,2018.0,510,38.0,4.0,9.5,1020.0,Steel Box,0.22,0.22,,0.95,0.22,7.0,22.0,60.5,48.0,0.015,No,,High,Wind Tunnel Test (High Risk)
210,New Tacoma Narrows Bridge,Suspension,USA,J. Wind Eng. Ind. Aerodyn. 2014,2014.0,853,30.0,3.8,7.89,1700.0,Steel Box,0.18,0.18,,1.1,0.3,12.0,22.0,65.0,52.0,0.013,Yes,Slotted Deck,High,Wind Tunnel Test
211,Izmit Bay Bridge,Suspension,Turkey,Structural Engineering Int. 2023,2023.0,1550,36.0,3.5,10.29,2680.0,Steel Box,0.14,0.14,,0.85,0.18,7.5,22.0,75.0,60.0,0.008,Yes,Guide Vanes,High,Field Monitoring (High Risk)
212,Zhongxian Yangtze River Bridge,Cable-Stayed,China,Bridge Engineering 2022,2022.0,560,30.0,4.0,7.5,1200.0,Concrete Box,0.25,0.25,,0.92,0.21,6.5,22.0,45.5,36.0,0.029,No,,Medium,Field Monitoring
213,Minpu Bridge,Cable-Stayed,China,Thin-Walled Structures 2020,2020.0,700,43.0,3.5,12.29,1700.0,Steel Box,0.185,0.185,,1.08,0.31,11.5,22.0,88.0,70.0,0.006,No,,High,Wind Tunnel Test (High Risk)
214,Kap Shui Mun Bridge,Cable-Stayed,Hong Kong,Engineering Structures 2017,2017.0,430,36.0,4.2,8.57,820.0,Composite Box,0.23,0.23,,0.94,0.22,9.0,22.0,52.0,41.0,0.024,Yes,Aero-stabilizers,Medium,Field Monitoring
215,Sartell Bridge,Extradosed,USA,ASCE J. Structural Eng. 2019,2019.0,150,30.0,2.0,15.0,450.0,Concrete Deck,0.55,0.55,,0.7,0.15,18.0,22.0,28.0,22.0,0.04,No,,Medium,Field Monitoring
216,E-ling Bridge,Suspension,China,J. Wind Eng. Ind. Aerodyn. 2021,2021.0,1100,35.0,3.5,10.0,2200.0,Steel Box,0.12,0.12,,1.15,0.35,12.8,22.0,115.0,92.0,0.0045,No,,Very High,Wind Tunnel Test (Extreme VIV)
217,Yangtze River Bridge (Wuhan),Truss,China,Wind and Structures 2020,2020.0,128,18.0,10.0,1.8,1670.0,Steel Truss,0.52,0.52,,1.35,0.45,22.0,22.0,32.0,25.0,0.035,No,,Medium,Field Monitoring
218,Qingdao Haiwan Bridge,Beam,China,ASCE J. Struct. Eng. 2023,2023.0,100,35.0,2.5,14.0,41580.0,Concrete Box,0.65,0.65,,0.7,0.15,19.5,22.0,25.0,20.0,0.045,No,,Low,Field Monitoring
219,Oresund Bridge,Cable-Stayed,Denmark/Sweden,Eng. Struct. 2021,2021.0,490,30.1,6.5,4.63,7845.0,Composite Deck,0.26,0.26,,0.95,0.22,11.8,22.0,68.5,55.0,0.01,Yes,Splitter Plate,High,Wind Tunnel Test (High Risk)
220,Millau Viaduct,Cable-Stayed,France,Bridge Eng. 2017,2017.0,342,32.0,4.2,7.62,2460.0,Composite Box,0.29,0.29,,0.88,0.19,13.5,22.0,48.0,38.5,0.028,No,,Medium,Field Monitoring
221,Hong Kong-Zhuhai-Macao Bridge (HZMB),Cable-Stayed,China,Thin-Walled Struct. 2020,2020.0,460,37.5,4.5,8.33,55000.0,Steel Box,0.24,0.24,,0.92,0.21,10.0,22.0,75.0,60.0,0.009,Yes,Guide Vanes,High,Wind Tunnel Test (High Risk)
222,Forth Bridge (Rail),Cantilever Truss,UK,J. Bridge Eng. 2019,2019.0,521,20.0,15.0,1.33,2528.0,Steel Truss,0.1,0.1,,1.5,0.5,16.0,11.11111111111111,88.0,70.0,0.012,No,,High,Field Monitoring (High Risk)
223,Nanjing Yangtze River Bridge,Truss,China,Structural Eng. Int. 2021,2021.0,160,19.5,10.0,1.95,6772.0,Steel Truss,0.48,0.48,,1.4,0.48,25.0,22.0,35.0,28.0,0.033,No,,Medium,Field Monitoring
224,Jinshajiang Bridge,Suspension,China,J. Wind Eng. Ind. Aerodyn. 2022,2022.0,1386,35.0,3.5,10.0,2300.0,Steel Box,0.115,0.115,,1.12,0.32,11.0,22.0,120.0,98.0,0.004,No,,Very High,Wind Tunnel Test (Extreme VIV)
